Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG;Liability Insurance;Theft Insurance;Premium Insurance;Repair Insurance;Premium Repair Insurance
Volkswagen;Jetta;2021;Electric;152;38999;0;23100;1;FALSE;2;3;60;0;TRUE;125893;FALSE;M;21;$7,500;9;Pickup;yes;$7,278;2;No;4;0;15;0;919,5;707;983,3;626;1037,5
Chevrolet;Silverado;2017;Hybrid;178;86299;0;12370;1;TRUE;1;5;35;4;TRUE;154577;FALSE;F;27;$20,450;6;SUV;no;$4,645;1;No;3;0;1;0;1017,85;562,7;778,99;739;1149,85
Ford;Mustang;2012;Petrol;418;166765;1;2000;3;TRUE;4;6;52;0;TRUE;64014;TRUE;M;33;$7,900;4;Pickup;yes;$8,882;3;No;1;2143;5;1;1446;579;1148,4;759;1198
Toyota;Camry;2015;Petrol;180;118707;0;6129;1;FALSE;4;2;52;0;TRUE;79348;TRUE;F;23;$13,150;11;SUV;no;$0;0;No;2;0;1;0;890,645;651,29;836,903;540;840,645
Tesla;Model X;2004;Electric;447;291119;1;2000;2;FALSE;1;19;56;2;TRUE;192089;TRUE;M;31;$21,100;1;Van;yes;$0;0;No;0;6484;0;1;1704;843,5;1221,6;873,5;1367
Toyota;Highlander;2000;Petrol;135;342589;0;2000;1;FALSE;5;3;38;1;TRUE;;TRUE;F;40;$7,050;4;Sports Car;no;$0;0;No;0;0;10;0;830;487,5;822;667,5;985
Honda;Accord;2010;Petrol;162;192741;1;2000;4;FALSE;1;10;55;0;TRUE;108152;TRUE;F;18;$12,320;1;SUV;no;$0;0;Yes;0;0;15;0;1034;601;1043,6;731;1082
Tesla;Model X;2008;Electric;858;229768;1;2000;1;FALSE;2;10;47;0;TRUE;;TRUE;M;48;$21,320;1;Van;yes;$0;0;No;0;0;13;0;2426;949;1600,4;1079;1778
Tesla;Model X;2020;Electric;906;48642;0;34392;1;TRUE;5;2;37;0;TRUE;123520;TRUE;M;14;$17,550;1;Van;no;$0;0;No;0;0;0;0;2383,96;1146,92;1515,544;903;1707,96
Honda;Civic;2001;Diesel;272;347287;0;2000;4;FALSE;3;5;47;0;TRUE;45257;TRUE;M;33;$29,210;6;Panel Truck;yes;$0;0;No;0;0;0;0;1054;656;881,6;586;912
Tesla;Model X;2015;Electric;461;116161;0;10639;1;FALSE;2;8;26;0;TRUE;53244;FALSE;M;28;$20,920;3;Van;yes;$6,224;1;No;1;4028;8;1;1475,195;736,89;1143,273;780,5;1284,195
Honda;Pilot;2022;Hybrid;249;10586;0;27441;1;TRUE;3;2;61;2;TRUE;41857;TRUE;F;35;$20,870;1;Sports Car;no;$0;0;No;0;0;21;0;1135,205;648,91;991,287;774,5;1296,205
Chevrolet;Malibu;2003;Diesel;298;301920;1;2000;2;FALSE;2;2;41;1;TRUE;126468;FALSE;F;34;$32,690;3;Pickup;no;$0;0;No;2;2114;18;1;1356;669;1152,4;849;1288
Ford;Escape;2022;Electric;293;15056;0;26994;1;TRUE;4;1;40;3;TRUE;75516;TRUE;F;53;$13,050;5;Sports Car;no;$0;0;Yes;0;0;6;0;1270,97;666,44;1023,358;746,5;1267,97
Honda;Accord;2011;Diesel;272;171081;3;2000;3;TRUE;5;12;52;0;TRUE;76954;FALSE;M;44;$19,540;6;Minivan;yes;$0;0;Yes;0;0;11;0;1554;706;1431,6;986;1472
Volkswagen;Passat;2012;Diesel;220;169987;0;2000;1;TRUE;2;4;58;1;TRUE;150352;TRUE;F;21;$24,240;6;Pickup;no;$0;0;No;0;0;17;0;900;400;790;710;1070
Ford;Escape;2011;Diesel;357;176482;0;2000;2;FALSE;3;2;52;0;TRUE;88560;TRUE;M;14;$13,630;1;Minivan;no;$0;0;No;4;0;17;0;1224;598,5;999,6;728,5;1137
BMW;X3;2005;Petrol;215;278305;2;2000;4;FALSE;4;14;38;1;TRUE;37580;TRUE;F;36;$5,260;7;SUV;no;$867;2;No;0;8671;1;1;1390;827,5;1236;807,5;1205
Tesla;Model X;2011;Electric;494;185988;0;2000;3;TRUE;1;12;41;2;TRUE;23344;TRUE;M;10;$7,930;1;Pickup;no;$0;0;No;1;6287;1;1;1498;617;959,2;797;1274
Nissan;Rogue;2014;Petrol;200;133404;1;3159;4;FALSE;1;4;37;0;TRUE;43290;TRUE;F;29;$23,640;1;SUV;no;$0;0;No;0;0;10;0;1115,795;631,59;1082,113;750;1125,795
BMW;X5;2010;Diesel;329;197390;2;2000;2;FALSE;4;11;48;0;TRUE;48737;TRUE;M;24;$11,220;9;Pickup;yes;$0;0;No;1;0;1;0;1568;884,5;1327,2;814,5;1249
Honda;Civic;2023;Diesel;142;5000;0;29500;1;TRUE;3;1;47;0;TRUE;64259;TRUE;M;26;$25,100;18;Minivan;no;$9,526;4;No;3;0;9;0;831,5;616;920,1;621;1059,5
Toyota;Corolla;2008;Hybrid;121;229409;1;2000;2;FALSE;1;3;41;0;TRUE;110386;TRUE;M;21;$16,640;1;Van;yes;$0;0;No;2;3524;14;1;952;580,5;1010,8;710,5;1041
Tesla;Model Y;2007;Electric;570;235224;0;2000;4;FALSE;1;7;49;0;TRUE;53765;FALSE;F;5;$12,360;4;SUV;no;$0;0;No;0;0;1;0;1650;805;1120;735;1210
Chevrolet;Equinox;2017;Diesel;419;79503;0;13049;1;FALSE;1;7;41;0;TRUE;12541;FALSE;M;5;$7,500;1;Minivan;yes;$0;0;No;0;0;1;0;1403,245;839,99;1076,543;659,5;1114,245
Honda;Accord;2014;Diesel;244;131075;1;3392;4;FALSE;1;10;47;0;TRUE;104271;TRUE;M;40;$36,120;4;Panel Truck;yes;$0;0;No;0;0;11;0;1204,96;655,92;1118,944;772;1170,96
Toyota;Corolla;2021;Hybrid;154;34069;0;23593;1;TRUE;1;3;30;2;FALSE;26226;TRUE;F;68;$23,610;4;SUV;no;$0;0;No;1;0;1;0;925,965;662,93;838,351;627;1041,965
Ford;Explorer;2011;Petrol;251;181946;0;2000;2;FALSE;2;7;44;1;FALSE;67278;TRUE;F;49;$20,210;1;Minivan;no;$0;0;No;0;0;16;0;1062;545,5;914,8;725,5;1101
Ford;Mustang;2022;Electric;171;14647;0;27035;1;FALSE;2;2;46;0;TRUE;104990;FALSE;F;40;$16,080;13;SUV;no;$0;0;No;0;0;7;0;977,175;755,85;1026,045;535,5;936,175
Tesla;Model 3;2011;Electric;957;177563;0;2000;1;FALSE;2;1;49;0;TRUE;89948;FALSE;F;37;$18,160;7;SUV;no;$0;0;No;4;0;9;0;2424;898,5;1479,6;1028,5;1737
BMW;X5;2008;Petrol;481;220985;1;2000;3;FALSE;5;9;33;1;TRUE;111427;TRUE;F;35;$28,180;1;Van;no;$0;0;No;3;0;4;0;1722;860,5;1248,8;840,5;1331
Tesla;Model X;2015;Electric;997;120089;0;9985;1;FALSE;4;9;34;3;TRUE;29431;TRUE;F;12;$22,560;1;Minivan;no;$0;0;No;1;0;0;0;2693,925;1098,35;1517,495;1098,5;1886,925
Nissan;Rogue;2013;Diesel;284;159159;0;2000;1;TRUE;1;5;44;0;TRUE;44790;TRUE;F;5;$19,800;4;Pickup;no;$37,163;1;No;4;0;9;0;978;412;841,2;692;1064
Toyota;Corolla;2012;Petrol;240;168220;0;2000;3;TRUE;2;12;43;2;TRUE;76159;FALSE;F;52;$19,750;4;SUV;no;$0;0;Yes;0;1807;0;1;990;490;756;670;1020
Chevrolet;Tahoe;2010;Petrol;281;195769;1;2000;4;FALSE;5;5;62;0;TRUE;107734;FALSE;F;54;$18,470;3;SUV;no;$0;0;No;0;0;15;0;1272;660,5;1138,8;790,5;1201
Honda;Pilot;2003;Diesel;208;294270;0;2000;1;FALSE;1;4;42;0;TRUE;0;FALSE;M;47;$5,700;11;Pickup;yes;$0;0;No;5;10594;1;1;926;624;830,4;554;848
Tesla;Model 3;2021;Electric;720;34865;0;39189;1;TRUE;2;1;36;2;TRUE;25282;FALSE;F;38;$11,160;1;SUV;no;$0;0;No;0;0;1;0;2135,945;1101,89;1400,323;910;1685,945
Chevrolet;Malibu;2006;Diesel;379;262051;0;2000;1;FALSE;1;18;47;0;TRUE;18549;TRUE;M;24;$12,800;7;Minivan;no;$0;0;No;0;0;14;0;1268;609,5;1017,2;739,5;1159
Tesla;Model Y;2020;Electric;439;37748;0;36208;1;TRUE;2;4;50;0;TRUE;;TRUE;M;11;$17,300;13;Van;yes;$0;0;No;0;0;7;0;1459,04;831,58;1204,656;669,5;1250,04
Nissan;Pathfinder;2022;Diesel;235;5000;0;28000;1;TRUE;4;2;51;0;TRUE;50166;FALSE;M;32;$11,620;1;Pickup;no;$50,701;3;Yes;0;0;1;0;1010;747,5;934;567,5;1005
Chevrolet;Malibu;2009;Diesel;316;213336;1;2000;4;FALSE;3;3;46;0;TRUE;73872;TRUE;F;43;$20,240;4;Sports Car;no;$0;0;No;0;0;16;0;1342;678;1166,8;808;1236
Honda;Accord;2012;Petrol;256;164916;0;2000;2;TRUE;1;12;50;0;TRUE;73343;TRUE;F;60;$20,010;1;Minivan;no;$4,179;2;No;4;0;8;0;922;400;818,8;678;1036
Volkswagen;Jetta;2004;Petrol;298;288454;0;2000;4;FALSE;1;5;43;2;TRUE;49849;FALSE;F;35;$13,130;1;SUV;no;$3,622;3;No;4;6158;20;1;1206;569;952,4;799;1218
Tesla;Model S;2023;Electric;621;5000;0;49166;1;TRUE;4;1;39;1;TRUE;12054;TRUE;F;28;$15,760;4;Pickup;no;$1,738;2;Yes;4;4887;1;1;1937,83;1152,16;1390,962;810,5;1566,83
Nissan;Sentra;2017;Electric;120;88347;0;12165;1;FALSE;2;4;43;3;TRUE;48184;TRUE;F;50;$14,530;12;Sports Car;no;$6,891;2;No;5;0;1;0;950,825;681,65;831,155;660;1020,825
Chevrolet;Equinox;2009;Diesel;307;208505;0;2000;4;FALSE;1;8;60;3;TRUE;78936;TRUE;F;40;$20,350;6;SUV;no;$0;0;No;0;5147;15;1;1274;573,5;959,6;853,5;1297
Nissan;Altima;2009;Petrol;152;204743;0;2000;1;FALSE;5;6;55;0;TRUE;0;FALSE;M;33;$7,000;4;Pickup;no;$0;0;No;0;0;1;0;814;596;785,6;526;792
Tesla;Model Y;2021;Electric;969;35497;0;39083;1;TRUE;2;1;40;0;TRUE;78914;FALSE;F;36;$5,500;10;SUV;no;$6,803;2;No;6;0;10;0;2533,415;1125,33;1648,781;1034,5;1934,415
Volkswagen;Jetta;2020;Electric;229;38118;0;21688;1;TRUE;4;1;39;0;TRUE;77125;TRUE;F;49;$9,570;7;Sports Car;no;$0;0;No;1;0;13;0;966,44;581,38;935,016;664,5;1107,44
Ford;Escape;2022;Hybrid;299;15537;0;26946;1;TRUE;1;2;49;0;FALSE;38326;TRUE;M;5;$10,230;4;Pickup;yes;$0;0;No;0;0;17;0;1132,73;668,96;1027,822;699,5;1203,73
Honda;Pilot;2017;Hybrid;194;86846;0;12315;1;TRUE;2;7;38;0;TRUE;25835;TRUE;M;29;$8,490;6;Pickup;yes;$0;0;No;1;0;12;0;849,575;470,15;841,405;647;1025,575
Ford;Escape;2013;Petrol;288;152467;0;2000;4;TRUE;4;2;42;0;TRUE;47660;TRUE;M;31;$11,940;7;Pickup;yes;$974;2;No;6;0;18;0;986;414;844,4;694;1068
Volkswagen;Passat;2016;Electric;291;101288;0;9371;1;TRUE;2;6;42;0;TRUE;123143;FALSE;F;16;$24,930;4;Minivan;no;$0;0;No;3;0;14;0;1028,855;489,21;898,397;695,5;1107,855
Ford;Explorer;2000;Diesel;220;346140;2;2000;3;FALSE;5;3;49;0;TRUE;22059;TRUE;F;24;$21,990;11;Pickup;no;$0;0;No;1;0;1;0;1350;830;1240;760;1140
Nissan;Sentra;2000;Diesel;251;346311;0;2000;2;FALSE;1;12;36;1;TRUE;50750;FALSE;F;26;$10,170;7;SUV;no;$5,877;3;No;7;0;14;0;1062;545,5;914,8;725,5;1101
Tesla;Model X;2023;Electric;687;5000;0;49166;1;FALSE;4;1;34;1;TRUE;23571;FALSE;M;35;$12,180;7;Pickup;yes;$0;0;No;0;0;7;0;2169,83;1235,16;1593,762;843,5;1632,83
Honda;Pilot;2023;Diesel;176;5000;0;29500;1;TRUE;4;1;49;0;TRUE;0;TRUE;F;29;$18,110;7;SUV;no;$0;0;No;1;0;1;0;899,5;733;897,3;538;953,5
Ford;Explorer;2010;Petrol;232;204807;2;2000;4;FALSE;4;7;52;0;TRUE;35631;TRUE;M;39;$6,040;10;Minivan;yes;$0;0;No;0;0;1;0;1374;836;1249,6;766;1152
Volkswagen;Golf;2019;Hybrid;204;50665;0;18933;1;TRUE;4;5;50;0;TRUE;129234;FALSE;M;37;$21,200;4;Van;yes;$0;0;No;0;0;0;0;902,665;641,33;845,731;552;928,665
Nissan;Pathfinder;2022;Diesel;271;17489;0;26751;1;TRUE;5;2;53;0;TRUE;;FALSE;F;16;$11,650;10;SUV;no;$6,175;1;No;2;0;7;0;1075,755;653,01;1004,057;585,5;1034,755
Tesla;Model Y;2010;Electric;668;188773;0;2000;4;FALSE;4;12;55;0;TRUE;55409;TRUE;M;45;$27,890;4;Panel Truck;no;$0;0;No;0;0;14;0;1846;754;1248,4;884;1448
Ford;Explorer;2022;Electric;250;23331;0;26166;1;FALSE;1;2;40;2;TRUE;35260;TRUE;F;30;$9,740;7;SUV;no;$2,235;1;No;8;0;1;0;1230,83;886,66;1033,162;675;1150,83
BMW;X3;2011;Diesel;405;176493;0;2000;2;FALSE;5;4;40;4;TRUE;48067;FALSE;F;21;$18,120;8;Minivan;no;$0;0;No;0;0;8;0;1520;622,5;1038;952,5;1465
Volkswagen;Passat;2012;Petrol;171;164321;0;2000;2;TRUE;5;9;45;2;TRUE;64867;TRUE;F;21;$12,490;1;SUV;no;$0;0;No;0;0;10;0;852;400;750,8;735,5;1091
Honda;Pilot;2017;Hybrid;181;91023;0;11897;1;TRUE;3;7;80;2;TRUE;97716;TRUE;M;14;$15,920;13;Minivan;yes;$0;0;No;2;0;10;0;1121,485;459,47;828,079;740,5;1150,485
Chevrolet;Silverado;2005;Diesel;302;277185;0;2000;3;FALSE;2;13;48;0;TRUE;39613;TRUE;M;48;$8,460;10;Pickup;yes;$7,437;2;No;6;0;1;0;1114;671;905,6;601;942
Toyota;Prius;2005;Petrol;202;280190;1;2000;3;FALSE;5;9;37;0;TRUE;;FALSE;M;69;$14,130;1;Minivan;yes;$0;0;No;1;0;0;0;1114;721;1025,6;651;982
Volkswagen;Golf;2006;Diesel;248;246209;1;2000;1;FALSE;2;11;40;0;TRUE;49780;FALSE;F;52;$10,500;6;Sports Car;no;$0;0;No;0;0;1;0;1206;744;1062,4;674;1028
Toyota;Corolla;2002;Petrol;153;312499;0;2000;2;FALSE;3;21;26;3;TRUE;33283;TRUE;M;37;$7,690;10;Pickup;no;$0;0;No;2;2214;16;1;966;496,5;836,4;776,5;1143
Volkswagen;Tiguan;2011;Diesel;189;180253;0;2000;1;TRUE;2;1;45;0;TRUE;60845;FALSE;F;31;$24,260;4;Minivan;no;$0;0;No;0;0;18;0;788;400;765,2;644,5;969
Tesla;Model S;2015;Electric;343;123153;0;9474;1;TRUE;3;2;46;0;TRUE;26697;TRUE;F;43;$15,080;6;SUV;no;$0;0;Yes;4;0;1;0;1133,37;616,24;890,718;621,5;1020,37
Honda;CR-V;2008;Diesel;162;231838;1;2000;1;FALSE;4;10;42;0;TRUE;136344;FALSE;F;45;$13,160;1;Sports Car;no;$0;0;No;0;6087;17;1;1034;601;1043,6;731;1082
Volkswagen;Golf;2023;Hybrid;292;5000;0;29500;1;TRUE;3;1;36;0;TRUE;70313;TRUE;F;55;$14,960;6;Minivan;no;$7,650;3;No;5;0;4;0;1131,5;791;990,1;596;1069,5
Tesla;Model X;2018;Electric;314;69010;0;25998;1;TRUE;5;3;45;3;TRUE;23773;FALSE;F;9;$34,510;7;Van;no;$0;0;No;0;0;1;0;1307,99;766,98;983,186;757;1283,99
Chevrolet;Silverado;2020;Diesel;397;47256;0;20774;1;TRUE;5;1;52;0;TRUE;115713;FALSE;F;28;$21,660;6;Sports Car;no;$0;0;No;0;0;11;0;1297,87;656,24;1063,018;748,5;1270,87
Tesla;Model Y;2015;Electric;786;112215;0;11297;1;TRUE;5;7;41;0;TRUE;55364;FALSE;M;17;$31,390;1;Panel Truck;yes;$0;0;No;3;0;1;0;2028,485;855,97;1257,879;843;1472,485
Nissan;Altima;2011;Petrol;274;179928;1;2000;3;FALSE;4;8;36;0;TRUE;27693;TRUE;F;37;$11,300;10;Sports Car;no;$19,385;1;No;4;0;7;0;1258;657;1133,2;687;1054
Honda;CR-V;2017;Diesel;266;88785;0;12121;1;TRUE;3;4;56;0;TRUE;0;TRUE;F;29;$27,890;13;SUV;no;$25,147;2;No;0;0;9;0;992,605;504,21;897,647;683;1096,605
Nissan;Pathfinder;2018;Diesel;136;73544;0;15145;1;TRUE;4;1;53;1;TRUE;0;TRUE;F;34;$1,500;10;Sports Car;no;$1,175;3;No;2;0;7;0;797,725;469,45;814,815;568;911,725
Volkswagen;Golf;2015;Petrol;166;111524;0;6847;1;FALSE;3;9;39;0;TRUE;32936;FALSE;F;12;$1,500;6;SUV;no;$0;0;No;0;3894;7;1;866,235;551,47;880,729;533;830,235
Volkswagen;Jetta;2015;Diesel;280;114736;0;6526;1;FALSE;1;1;38;0;TRUE;33151;TRUE;F;31;$11,530;13;SUV;no;$0;0;No;0;0;9;0;1092,63;605,26;969,682;690;1082,63
BMW;3 Series;2004;Diesel;414;290335;3;2000;3;FALSE;5;5;45;3;TRUE;0;FALSE;M;36;$16,510;4;Minivan;no;$17,445;3;Yes;0;2659;1;1;2088;1027;1595,2;1107;1684
Tesla;Model X;2016;Electric;571;101014;0;15664;1;TRUE;1;2;46;0;TRUE;24575;TRUE;F;73;$8,560;10;Sports Car;no;$0;0;No;0;0;9;0;1620,32;692,14;1166,448;835,5;1419,32
Honda;Accord;2017;Diesel;162;90160;0;11984;1;TRUE;2;2;43;2;TRUE;32546;TRUE;M;49;$5,800;10;Minivan;yes;$0;0;No;1;0;5;0;883,92;450,84;813,488;631;991,92
Volkswagen;Jetta;2012;Diesel;277;169643;0;2000;2;FALSE;4;4;54;1;TRUE;0;FALSE;F;21;$18,820;6;SUV;no;$5,537;1;No;6;0;9;0;1114;558,5;935,6;738,5;1127
Toyota;Corolla;2007;Petrol;263;241421;0;2000;1;FALSE;3;10;55;0;TRUE;163158;TRUE;M;44;$23,320;10;Panel Truck;no;$0;0;No;3;0;19;0;1036;551,5;924,4;681,5;1043
BMW;5 Series;2019;Hybrid;184;60788;0;29868;1;FALSE;2;4;61;0;TRUE;58212;TRUE;F;37;$13,420;1;Sports Car;no;$3,573;3;No;3;0;1;0;1017,34;890,68;1006,276;542;963,34
Chevrolet;Malibu;2019;Diesel;354;55157;0;18484;1;TRUE;1;4;50;0;TRUE;73308;FALSE;M;38;$18,720;7;Van;no;$0;0;No;2;0;19;0;1200,42;611,84;1012,588;727;1216,42
Chevrolet;Silverado;2013;Petrol;217;149746;1;2000;2;FALSE;1;4;62;0;TRUE;22181;FALSE;F;24;$17,880;7;Sports Car;no;$9,873;3;No;5;3705;1;1;1144;728,5;1037,6;658,5;997
Nissan;Rogue;2013;Petrol;159;157438;2;2000;1;TRUE;5;6;53;0;TRUE;84345;TRUE;F;36;$9,930;4;SUV;no;$0;0;No;3;6693;5;1;1128;549,5;1141,2;729,5;1079
Chevrolet;Malibu;2017;Electric;156;88838;0;12116;1;FALSE;2;2;52;0;TRUE;24590;TRUE;M;59;$10,350;14;Minivan;yes;$1,507;1;No;0;0;0;0;872,58;699,16;859,612;528;846,58
Honda;Pilot;2004;Diesel;215;288226;0;2000;3;FALSE;5;4;54;0;TRUE;107808;TRUE;F;45;$27,020;7;Pickup;no;$1,780;3;No;0;0;6;0;940;527,5;886;557,5;855
Tesla;Model X;2007;Electric;949;242544;1;2000;1;FALSE;4;11;53;1;TRUE;52759;TRUE;F;41;$24,160;9;Minivan;no;$0;0;No;0;0;13;0;2658;994,5;1673,2;1174,5;1939
Ford;Escape;2016;Hybrid;353;101443;0;9355;1;FALSE;1;2;51;0;TRUE;76443;TRUE;F;7;$25,450;6;SUV;no;$5,958;2;No;5;0;0;0;1252,775;770,05;997,885;626,5;1029,775
Ford;Mustang;2019;Electric;267;60066;0;17993;1;TRUE;3;2;39;2;TRUE;59685;TRUE;M;42;$7,470;7;Pickup;no;$0;0;No;0;0;1;0;1123,965;663,43;889,551;683,5;1126,965
Nissan;Pathfinder;2021;Electric;160;39573;0;23042;1;TRUE;2;1;38;0;TRUE;90647;TRUE;F;38;$13,740;4;Minivan;no;$8,450;1;No;0;0;15;0;835,21;560,42;889,294;630;1045,21
Tesla;Model S;2019;Electric;680;65260;0;29123;1;TRUE;5;4;42;0;TRUE;43174;FALSE;M;48;$10,020;13;Pickup;yes;$0;0;No;0;4380;1;1;1905,615;981,23;1297,861;790;1455,615
Chevrolet;Malibu;2005;Petrol;253;275640;2;2000;3;FALSE;2;7;31;2;TRUE;30653;FALSE;F;41;$12,930;13;Sports Car;no;$35,666;2;Yes;0;1826;7;1;1516;746,5;1316,4;876,5;1313
Honda;Accord;2013;Petrol;113;146035;0;2000;4;TRUE;2;1;44;0;TRUE;146267;TRUE;M;51;$6,720;4;Pickup;no;$0;0;No;0;0;10;0;636;400;704,4;606,5;893
Toyota;Corolla;2020;Hybrid;197;48087;0;20691;1;FALSE;1;4;41;2;TRUE;0;FALSE;F;18;$32,090;6;Minivan;no;$0;0;No;0;0;17;0;1097,455;705,41;1002,437;748,5;1210,455
Toyota;Prius;2013;Hybrid;183;154280;1;2000;1;TRUE;3;2;36;4;TRUE;;TRUE;F;54;$1,500;4;SUV;no;$0;0;No;5;6716;10;1;1176;461,5;960,4;941,5;1383
Chevrolet;Tahoe;2000;Petrol;357;345524;0;2000;1;FALSE;3;10;48;1;TRUE;84629;TRUE;F;35;$15,060;7;SUV;no;$9,592;1;No;0;0;10;0;1274;598,5;999,6;778,5;1207
Volkswagen;Golf;2005;Petrol;153;265945;1;2000;1;FALSE;3;16;49;0;TRUE;59148;TRUE;F;18;$12,310;1;SUV;no;$8,948;1;No;0;0;1;0;1016;696,5;986,4;626,5;933
Volkswagen;Passat;2005;Petrol;193;266533;1;2000;2;FALSE;4;6;45;2;TRUE;111268;TRUE;F;46;$24,600;1;Van;no;$28,026;2;Yes;2;4644;10;1;1196;616,5;1068,4;846,5;1253
Honda;Pilot;2011;Diesel;171;194862;0;2000;1;FALSE;3;11;47;0;TRUE;81899;FALSE;M;25;$14,390;1;Minivan;yes;$0;0;No;0;0;1;0;852;605,5;800,8;535,5;811
Toyota;Prius;2018;Hybrid;267;72447;0;15255;1;TRUE;5;6;41;0;TRUE;97700;FALSE;F;43;$26,250;8;Pickup;no;$0;0;No;0;0;6;0;1010,275;536,05;920,385;583,5;973,275
Tesla;Model Y;2013;Electric;311;149567;0;2000;2;FALSE;3;11;45;3;FALSE;1158;TRUE;F;10;$6,120;10;SUV;no;$0;0;No;0;0;1;0;1282;675,5;912,8;755,5;1161
Toyota;Highlander;2009;Petrol;196;219781;2;2000;2;FALSE;1;9;53;0;TRUE;114088;TRUE;F;25;$22,920;10;Pickup;no;$0;0;No;0;0;8;0;1302;718;1270,8;848;1256
Ford;Explorer;2023;Diesel;356;5000;0;29500;1;FALSE;3;1;51;0;TRUE;80621;TRUE;F;27;$25,700;1;Van;no;$0;0;No;0;0;1;0;1359,5;973;1141,3;628;1133,5
Honda;Accord;2011;Petrol;231;175860;2;2000;1;TRUE;4;7;51;1;TRUE;94328;TRUE;F;44;$6,900;3;Sports Car;no;$0;0;No;0;0;1;0;1322;685,5;1148,8;815,5;1221
Ford;Explorer;2000;Petrol;187;334498;0;2000;1;FALSE;2;5;36;3;TRUE;49703;FALSE;M;37;$42,550;1;Panel Truck;yes;$35,879;1;Yes;0;53571;20;1;1034;513,5;863,6;793,5;1177
Chevrolet;Tahoe;2007;Diesel;227;244236;1;2000;2;FALSE;4;2;43;0;TRUE;;FALSE;F;55;$8,160;1;SUV;no;$6,836;3;No;0;0;6;0;1164;633,5;1095,6;663,5;1007
Nissan;Sentra;2014;Diesel;172;143908;0;2109;3;TRUE;3;5;43;0;TRUE;;TRUE;F;32;$13,160;13;Minivan;no;$8,569;3;Yes;3;0;1;0;754,545;457,09;702,363;536;812,545
Honda;Accord;2019;Electric;208;61042;0;17895;1;TRUE;2;3;53;0;TRUE;25289;TRUE;F;31;$13,850;1;SUV;no;$0;0;No;0;4257;7;1;905,475;532,95;891,665;554;927,475
Volkswagen;Tiguan;2007;Diesel;144;244794;1;2000;4;FALSE;4;15;40;0;TRUE;95405;FALSE;M;34;$24,220;4;Panel Truck;no;$0;0;No;3;0;14;0;998;592;1029,2;722;1064
Toyota;Corolla;2023;Electric;216;5000;0;29500;1;TRUE;4;1;31;3;TRUE;26112;TRUE;F;58;$14,030;3;SUV;no;$0;0;No;0;4277;5;1;1129,5;653;979,3;708;1203,5
Chevrolet;Tahoe;2006;Diesel;276;253200;1;2000;1;FALSE;4;4;32;3;TRUE;30955;FALSE;F;9;$7,800;4;SUV;no;$0;0;Yes;0;2832;8;1;1412;658;1134,8;938;1406
Ford;Escape;2003;Petrol;291;309555;0;2000;1;FALSE;2;9;58;0;TRUE;131560;FALSE;F;40;$14,870;1;SUV;no;$0;0;No;2;19597;14;1;1092;565,5;946,8;695,5;1071
Tesla;Model Y;2009;Electric;902;202400;0;2000;3;FALSE;4;5;49;1;TRUE;89612;TRUE;M;23;$6,400;10;Pickup;yes;$0;0;No;0;0;23;0;2364;871;1435,6;1051;1752
BMW;X3;2013;Petrol;397;150842;3;2000;2;TRUE;3;10;50;0;TRUE;90566;FALSE;F;40;$23,260;17;Van;no;$0;0;No;0;0;18;0;1804;768,5;1531,6;1048,5;1597
BMW;5 Series;2020;Electric;473;43789;0;35201;1;FALSE;1;2;45;2;TRUE;62447;FALSE;M;39;$12,240;7;Minivan;yes;$0;0;No;0;0;1;0;1722,005;1088,51;1274,807;786,5;1419,005
Tesla;Model X;2022;Electric;356;13426;0;45262;1;TRUE;4;1;46;0;TRUE;108701;TRUE;F;39;$12,070;3;SUV;no;$0;0;No;0;0;17;0;1338,31;880,62;1201,634;728;1352,31
Nissan;Rogue;2000;Petrol;251;357839;1;2000;4;FALSE;5;5;47;0;TRUE;94774;FALSE;M;43;$21,070;1;Van;no;$3,460;1;No;1;0;13;0;1212;645,5;1114,8;775,5;1171
Chevrolet;Equinox;2013;Diesel;191;143985;1;2000;1;TRUE;2;5;43;2;TRUE;72357;TRUE;M;40;$23,190;1;Minivan;yes;$0;0;No;0;0;7;0;1092;465,5;966,8;745,5;1111
Ford;Explorer;2015;Petrol;367;118585;0;6141;1;TRUE;5;9;41;0;TRUE;80718;FALSE;F;29;$26,480;11;Sports Car;no;$8,623;3;No;5;0;8;0;1164,705;494,91;936,587;733,5;1167,705
Toyota;Prius;2012;Hybrid;214;163797;0;2000;4;TRUE;5;6;48;0;TRUE;140112;FALSE;F;47;$28,380;10;Pickup;no;$0;0;No;2;0;17;0;838;400;785,2;657;994
Volkswagen;Jetta;2023;Hybrid;224;5000;0;29500;1;TRUE;4;1;39;0;TRUE;19016;FALSE;M;22;$10,950;13;Pickup;yes;$0;0;No;0;0;8;0;995,5;657;985,7;662;1141,5
