Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;ID;FIRST_NAME;LAST_NAME;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG
Ford;Escape;2022;Electric;293;15056;0;26994;1;TRUE;4;1;52095937;;;40;3;TRUE;$75,516;TRUE;F;53;$13,050;5;Sports Car;no;$0;0;Yes;0;$0;6;0
Honda;Accord;2011;Diesel;272;171081;3;2000;3;TRUE;5;12;351243985;;;52;0;TRUE;$76,954;FALSE;M;44;$19,540;6;Minivan;yes;$0;0;Yes;0;$0;11;0
Volkswagen;Passat;2012;Diesel;220;169987;0;2000;1;TRUE;2;4;838970447;;;58;1;TRUE;$150,352;TRUE;F;21;$24,240;6;Pickup;no;$0;0;No;0;$0;17;0
Ford;Escape;2011;Diesel;357;176482;0;2000;2;FALSE;3;2;515204929;;;52;0;TRUE;$88,560;TRUE;M;14;$13,630;1;Minivan;no;$0;0;No;4;$0;17;0
BMW;X3;2005;Petrol;215;278305;2;2000;4;FALSE;4;14;711833264;;;38;1;TRUE;$37,580;TRUE;F;36;$5,260;7;SUV;no;$867;2;No;0;$8,671;1;1
Tesla;Model X;2011;Electric;494;185988;0;2000;3;TRUE;1;12;818910510;;;41;2;TRUE;$23,344;TRUE;M;10;$7,930;1;Pickup;no;$0;0;No;1;$6,287;1;1
Nissan;Rogue;2014;Petrol;200;133404;1;3159;4;FALSE;1;4;243016778;;;37;0;TRUE;$43,290;TRUE;F;29;$23,640;1;SUV;no;$0;0;No;0;$0;10;0
BMW;X5;2010;Diesel;329;197390;2;2000;2;FALSE;4;11;456565450;;;48;0;TRUE;$48,737;TRUE;M;24;$11,220;9;Pickup;yes;$0;0;No;1;$0;1;0
Honda;Civic;2023;Diesel;142;5000;0;29500;1;TRUE;3;1;693628088;;;47;0;TRUE;$64,259;TRUE;M;26;$25,100;18;Minivan;no;$9,526;4;No;3;$0;9;0
Toyota;Corolla;2008;Hybrid;121;229409;1;2000;2;FALSE;1;3;735552551;;;41;0;TRUE;$110,386;TRUE;M;21;$16,640;1;Van;yes;$0;0;No;2;$3,524;14;1
Tesla;Model Y;2007;Electric;570;235224;0;2000;4;FALSE;1;7;504537312;;;49;0;TRUE;$53,765;FALSE;F;5;$12,360;4;SUV;no;$0;0;No;0;$0;1;0
Chevrolet;Equinox;2017;Diesel;419;79503;0;13049;1;FALSE;1;7;82973186;;;41;0;TRUE;$12,541;FALSE;M;5;$7,500;1;Minivan;yes;$0;0;No;0;$0;1;0
Honda;Accord;2014;Diesel;244;131075;1;3392;4;FALSE;1;10;568473723;;;47;0;TRUE;$104,271;TRUE;M;40;$36,120;4;Panel Truck;yes;$0;0;No;0;$0;11;0
Toyota;Corolla;2021;Hybrid;154;34069;0;23593;1;TRUE;1;3;363126949;;;30;2;FALSE;$26,226;TRUE;F;68;$23,610;4;SUV;no;$0;0;No;1;$0;1;0
Ford;Explorer;2011;Petrol;251;181946;0;2000;2;FALSE;2;7;411375726;;;44;1;FALSE;$67,278;TRUE;F;49;$20,210;1;Minivan;no;$0;0;No;0;$0;16;0
Ford;Mustang;2022;Electric;171;14647;0;27035;1;FALSE;2;2;789568994;;;46;0;TRUE;$104,990;FALSE;F;40;$16,080;13;SUV;no;$0;0;No;0;$0;7;0
Tesla;Model 3;2011;Electric;957;177563;0;2000;1;FALSE;2;1;927823143;;;49;0;TRUE;$89,948;FALSE;F;37;$18,160;7;SUV;no;$0;0;No;4;$0;9;0
BMW;X5;2008;Petrol;481;220985;1;2000;3;FALSE;5;9;453867386;;;33;1;TRUE;$111,427;TRUE;F;35;$28,180;1;Van;no;$0;0;No;3;$0;4;0
Tesla;Model X;2015;Electric;997;120089;0;9985;1;FALSE;4;9;747049542;;;34;3;TRUE;$29,431;TRUE;F;12;$22,560;1;Minivan;no;$0;0;No;1;$0;;0
Nissan;Rogue;2013;Diesel;284;159159;0;2000;1;TRUE;1;5;1307371;;;44;0;TRUE;$44,790;TRUE;F;5;$19,800;4;Pickup;no;$37,163;1;No;4;$0;9;0
Toyota;Corolla;2012;Petrol;240;168220;0;2000;3;TRUE;2;12;237786417;;;43;2;TRUE;$76,159;FALSE;F;52;$19,750;4;SUV;no;$0;0;Yes;0;$1,807;;1
Chevrolet;Tahoe;2010;Petrol;281;195769;1;2000;4;FALSE;5;5;179968769;;;62;0;TRUE;$107,734;FALSE;F;54;$18,470;3;SUV;no;$0;0;No;0;$0;15;0
Honda;Pilot;2003;Diesel;208;294270;0;2000;1;FALSE;1;4;180832267;;;42;0;TRUE;$0;FALSE;M;47;$5,700;11;Pickup;yes;$0;0;No;5;$10,594;1;1
Tesla;Model 3;2021;Electric;720;34865;0;39189;1;TRUE;2;1;328154114;;;36;2;TRUE;$25,282;FALSE;F;38;$11,160;1;SUV;no;$0;0;No;0;$0;1;0
Chevrolet;Malibu;2006;Diesel;379;262051;0;2000;1;FALSE;1;18;316724150;;;47;0;TRUE;$18,549;TRUE;M;24;$12,800;7;Minivan;no;$0;0;No;0;$0;14;0
Tesla;Model Y;2020;Electric;439;37748;0;36208;1;TRUE;2;4;582086109;;;50;0;TRUE;;TRUE;M;11;$17,300;13;Van;yes;$0;0;No;0;$0;7;0
Nissan;Pathfinder;2022;Diesel;235;5000;0;28000;1;TRUE;4;2;680425927;;;51;0;TRUE;$50,166;FALSE;M;32;$11,620;1;Pickup;no;$50,701;3;Yes;0;$0;1;0
Chevrolet;Malibu;2009;Diesel;316;213336;1;2000;4;FALSE;3;3;541204921;;;46;0;TRUE;$73,872;TRUE;F;43;$20,240;4;Sports Car;no;$0;0;No;0;$0;16;0
Honda;Accord;2012;Petrol;256;164916;0;2000;2;TRUE;1;12;329922821;;;50;0;TRUE;$73,343;TRUE;F;60;$20,010;1;Minivan;no;$4,179;2;No;4;$0;8;0
Volkswagen;Jetta;2004;Petrol;298;288454;0;2000;4;FALSE;1;5;271813109;;;43;2;TRUE;$49,849;FALSE;F;35;$13,130;1;SUV;no;$3,622;3;No;4;$6,158;20;1
Tesla;Model S;2023;Electric;621;5000;0;49166;1;TRUE;4;1;394642738;;;39;1;TRUE;$12,054;TRUE;F;28;$15,760;4;Pickup;no;$1,738;2;Yes;4;$4,887;1;1
Nissan;Sentra;2017;Electric;120;88347;0;12165;1;FALSE;2;4;93412915;;;43;3;TRUE;$48,184;TRUE;F;50;$14,530;12;Sports Car;no;$6,891;2;No;5;$0;1;0
Chevrolet;Equinox;2009;Diesel;307;208505;0;2000;4;FALSE;1;8;531912267;;;60;3;TRUE;$78,936;TRUE;F;40;$20,350;6;SUV;no;$0;0;No;0;$5,147;15;1
Nissan;Altima;2009;Petrol;152;204743;0;2000;1;FALSE;5;6;753941980;;;55;0;TRUE;$0;FALSE;M;33;$7,000;4;Pickup;no;$0;0;No;0;$0;1;0
Tesla;Model Y;2021;Electric;969;35497;0;39083;1;TRUE;2;1;116801717;;;40;0;TRUE;$78,914;FALSE;F;36;$5,500;10;SUV;no;$6,803;2;No;6;$0;10;0
Volkswagen;Jetta;2020;Electric;229;38118;0;21688;1;TRUE;4;1;56874449;;;39;0;TRUE;$77,125;TRUE;F;49;$9,570;7;Sports Car;no;$0;0;No;1;$0;13;0
Ford;Escape;2022;Hybrid;299;15537;0;26946;1;TRUE;1;2;426760177;;;49;0;FALSE;$38,326;TRUE;M;5;$10,230;4;Pickup;yes;$0;0;No;0;$0;17;0
Honda;Pilot;2017;Hybrid;194;86846;0;12315;1;TRUE;2;7;632192290;;;38;0;TRUE;$25,835;TRUE;M;29;$8,490;6;Pickup;yes;$0;0;No;1;$0;12;0
Ford;Escape;2013;Petrol;288;152467;0;2000;4;TRUE;4;2;293412653;;;42;0;TRUE;$47,660;TRUE;M;31;$11,940;7;Pickup;yes;$974;2;No;6;$0;18;0
Volkswagen;Passat;2016;Electric;291;101288;0;9371;1;TRUE;2;6;285566265;;;42;0;TRUE;$123,143;FALSE;F;16;$24,930;4;Minivan;no;$0;0;No;3;$0;14;0
Ford;Explorer;2000;Diesel;220;346140;2;2000;3;FALSE;5;3;461573915;;;49;0;TRUE;$22,059;TRUE;F;24;$21,990;11;Pickup;no;$0;0;No;1;$0;1;0
Nissan;Sentra;2000;Diesel;251;346311;0;2000;2;FALSE;1;12;735267214;;;36;1;TRUE;$50,750;FALSE;F;26;$10,170;7;SUV;no;$5,877;3;No;7;$0;14;0
Tesla;Model X;2023;Electric;687;5000;0;49166;1;FALSE;4;1;225215551;;;34;1;TRUE;$23,571;FALSE;M;35;$12,180;7;Pickup;yes;$0;0;No;0;$0;7;0
Honda;Pilot;2023;Diesel;176;5000;0;29500;1;TRUE;4;1;715988300;;;49;0;TRUE;$0;TRUE;F;29;$18,110;7;SUV;no;$0;0;No;1;$0;1;0
Ford;Explorer;2010;Petrol;232;204807;2;2000;4;FALSE;4;7;473135731;;;52;0;TRUE;$35,631;TRUE;M;39;$6,040;10;Minivan;yes;$0;0;No;0;$0;1;0
Volkswagen;Golf;2019;Hybrid;204;50665;0;18933;1;TRUE;4;5;754422565;;;50;0;TRUE;$129,234;FALSE;M;37;$21,200;4;Van;yes;$0;0;No;0;$0;;0
Nissan;Pathfinder;2022;Diesel;271;17489;0;26751;1;TRUE;5;2;264474096;;;53;0;TRUE;;FALSE;F;16;$11,650;10;SUV;no;$6,175;1;No;2;$0;7;0
Tesla;Model Y;2010;Electric;668;188773;0;2000;4;FALSE;4;12;683378483;;;55;0;TRUE;$55,409;TRUE;M;45;$27,890;4;Panel Truck;no;$0;0;No;0;$0;14;0
Ford;Explorer;2022;Electric;250;23331;0;26166;1;FALSE;1;2;986629118;;;40;2;TRUE;$35,260;TRUE;F;30;$9,740;7;SUV;no;$2,235;1;No;8;$0;1;0
BMW;X3;2011;Diesel;405;176493;0;2000;2;FALSE;5;4;925227514;;;40;4;TRUE;$48,067;FALSE;F;21;$18,120;8;Minivan;no;$0;0;No;0;$0;8;0
Volkswagen;Passat;2012;Petrol;171;164321;0;2000;2;TRUE;5;9;437239046;;;45;2;TRUE;$64,867;TRUE;F;21;$12,490;1;SUV;no;$0;0;No;0;$0;10;0
Honda;Pilot;2017;Hybrid;181;91023;0;11897;1;TRUE;3;7;493235037;;;80;2;TRUE;$97,716;TRUE;M;14;$15,920;13;Minivan;yes;$0;0;No;2;$0;10;0
Chevrolet;Silverado;2005;Diesel;302;277185;0;2000;3;FALSE;2;13;503906420;;;48;0;TRUE;$39,613;TRUE;M;48;$8,460;10;Pickup;yes;$7,437;2;No;6;$0;1;0
Toyota;Prius;2005;Petrol;202;280190;1;2000;3;FALSE;5;9;931284804;;;37;0;TRUE;;FALSE;M;69;$14,130;1;Minivan;yes;$0;0;No;1;$0;;0
Volkswagen;Golf;2006;Diesel;248;246209;1;2000;1;FALSE;2;11;384628643;;;40;0;TRUE;$49,780;FALSE;F;52;$10,500;6;Sports Car;no;$0;0;No;0;$0;1;0
Toyota;Corolla;2002;Petrol;153;312499;0;2000;2;FALSE;3;21;919341680;;;26;3;TRUE;$33,283;TRUE;M;37;$7,690;10;Pickup;no;$0;0;No;2;$2,214;16;1
Volkswagen;Tiguan;2011;Diesel;189;180253;0;2000;1;TRUE;2;1;122722410;;;45;0;TRUE;$60,845;FALSE;F;31;$24,260;4;Minivan;no;$0;0;No;0;$0;18;0
Tesla;Model S;2015;Electric;343;123153;0;9474;1;TRUE;3;2;138562850;;;46;0;TRUE;$26,697;TRUE;F;43;$15,080;6;SUV;no;$0;0;Yes;4;$0;1;0
Honda;CR-V;2008;Diesel;162;231838;1;2000;1;FALSE;4;10;582602737;;;42;0;TRUE;$136,344;FALSE;F;45;$13,160;1;Sports Car;no;$0;0;No;0;$6,087;17;1
Volkswagen;Golf;2023;Hybrid;292;5000;0;29500;1;TRUE;3;1;349219108;;;36;0;TRUE;$70,313;TRUE;F;55;$14,960;6;Minivan;no;$7,650;3;No;5;$0;4;0
Tesla;Model X;2018;Electric;314;69010;0;25998;1;TRUE;5;3;197076194;;;45;3;TRUE;$23,773;FALSE;F;9;$34,510;7;Van;no;$0;0;No;0;$0;1;0
Chevrolet;Silverado;2020;Diesel;397;47256;0;20774;1;TRUE;5;1;751811972;;;52;0;TRUE;$115,713;FALSE;F;28;$21,660;6;Sports Car;no;$0;0;No;0;$0;11;0
Tesla;Model Y;2015;Electric;786;112215;0;11297;1;TRUE;5;7;345771306;;;41;0;TRUE;$55,364;FALSE;M;17;$31,390;1;Panel Truck;yes;$0;0;No;3;$0;1;0
Nissan;Altima;2011;Petrol;274;179928;1;2000;3;FALSE;4;8;164734443;;;36;0;TRUE;$27,693;TRUE;F;37;$11,300;10;Sports Car;no;$19,385;1;No;4;$0;7;0
Honda;CR-V;2017;Diesel;266;88785;0;12121;1;TRUE;3;4;449363369;;;56;0;TRUE;$0;TRUE;F;29;$27,890;13;SUV;no;$25,147;2;No;0;$0;9;0
Nissan;Pathfinder;2018;Diesel;136;73544;0;15145;1;TRUE;4;1;699382604;;;53;1;TRUE;$0;TRUE;F;34;$1,500;10;Sports Car;no;$1,175;3;No;2;$0;7;0
Volkswagen;Golf;2015;Petrol;166;111524;0;6847;1;FALSE;3;9;270402636;;;39;0;TRUE;$32,936;FALSE;F;12;$1,500;6;SUV;no;$0;0;No;0;$3,894;7;1
Volkswagen;Jetta;2015;Diesel;280;114736;0;6526;1;FALSE;1;1;847568213;;;38;0;TRUE;$33,151;TRUE;F;31;$11,530;13;SUV;no;$0;0;No;0;$0;9;0
BMW;3 Series;2004;Diesel;414;290335;3;2000;3;FALSE;5;5;581342206;;;45;3;TRUE;$0;FALSE;M;36;$16,510;4;Minivan;no;$17,445;3;Yes;0;$2,659;1;1
Tesla;Model X;2016;Electric;571;101014;0;15664;1;TRUE;1;2;586056136;;;46;0;TRUE;$24,575;TRUE;F;73;$8,560;10;Sports Car;no;$0;0;No;0;$0;9;0
Honda;Accord;2017;Diesel;162;90160;0;11984;1;TRUE;2;2;621465072;;;43;2;TRUE;$32,546;TRUE;M;49;$5,800;10;Minivan;yes;$0;0;No;1;$0;5;0
Volkswagen;Jetta;2012;Diesel;277;169643;0;2000;2;FALSE;4;4;658489952;;;54;1;TRUE;$0;FALSE;F;21;$18,820;6;SUV;no;$5,537;1;No;6;$0;9;0
Toyota;Corolla;2007;Petrol;263;241421;0;2000;1;FALSE;3;10;830855632;;;55;0;TRUE;$163,158;TRUE;M;44;$23,320;10;Panel Truck;no;$0;0;No;3;$0;19;0
BMW;5 Series;2019;Hybrid;184;60788;0;29868;1;FALSE;2;4;159680310;;;61;0;TRUE;$58,212;TRUE;F;37;$13,420;1;Sports Car;no;$3,573;3;No;3;$0;1;0
Chevrolet;Malibu;2019;Diesel;354;55157;0;18484;1;TRUE;1;4;444239590;;;50;0;TRUE;$73,308;FALSE;M;38;$18,720;7;Van;no;$0;0;No;2;$0;19;0
Chevrolet;Silverado;2013;Petrol;217;149746;1;2000;2;FALSE;1;4;34434267;;;62;0;TRUE;$22,181;FALSE;F;24;$17,880;7;Sports Car;no;$9,873;3;No;5;$3,705;1;1
Nissan;Rogue;2013;Petrol;159;157438;2;2000;1;TRUE;5;6;416505182;;;53;0;TRUE;$84,345;TRUE;F;36;$9,930;4;SUV;no;$0;0;No;3;$6,693;5;1
Chevrolet;Malibu;2017;Electric;156;88838;0;12116;1;FALSE;2;2;642987359;;;52;0;TRUE;$24,590;TRUE;M;59;$10,350;14;Minivan;yes;$1,507;1;No;0;$0;;0
Honda;Pilot;2004;Diesel;215;288226;0;2000;3;FALSE;5;4;930929206;;;54;0;TRUE;$107,808;TRUE;F;45;$27,020;7;Pickup;no;$1,780;3;No;0;$0;6;0
Tesla;Model X;2007;Electric;949;242544;1;2000;1;FALSE;4;11;23391155;;;53;1;TRUE;$52,759;TRUE;F;41;$24,160;9;Minivan;no;$0;0;No;0;$0;13;0
Ford;Escape;2016;Hybrid;353;101443;0;9355;1;FALSE;1;2;922808394;;;51;0;TRUE;$76,443;TRUE;F;7;$25,450;6;SUV;no;$5,958;2;No;5;$0;;0
Ford;Mustang;2019;Electric;267;60066;0;17993;1;TRUE;3;2;391760011;;;39;2;TRUE;$59,685;TRUE;M;42;$7,470;7;Pickup;no;$0;0;No;0;$0;1;0
Nissan;Pathfinder;2021;Electric;160;39573;0;23042;1;TRUE;2;1;987326546;;;38;0;TRUE;$90,647;TRUE;F;38;$13,740;4;Minivan;no;$8,450;1;No;0;$0;15;0
Tesla;Model S;2019;Electric;680;65260;0;29123;1;TRUE;5;4;381161377;;;42;0;TRUE;$43,174;FALSE;M;48;$10,020;13;Pickup;yes;$0;0;No;0;$4,380;1;1
Chevrolet;Malibu;2005;Petrol;253;275640;2;2000;3;FALSE;2;7;382476479;;;31;2;TRUE;$30,653;FALSE;F;41;$12,930;13;Sports Car;no;$35,666;2;Yes;0;$1,826;7;1
Honda;Accord;2013;Petrol;113;146035;0;2000;4;TRUE;2;1;841940867;;;44;0;TRUE;$146,267;TRUE;M;51;$6,720;4;Pickup;no;$0;0;No;0;$0;10;0
Toyota;Corolla;2020;Hybrid;197;48087;0;20691;1;FALSE;1;4;754620325;;;41;2;TRUE;$0;FALSE;F;18;$32,090;6;Minivan;no;$0;0;No;0;$0;17;0
Toyota;Prius;2013;Hybrid;183;154280;1;2000;1;TRUE;3;2;112683646;;;36;4;TRUE;;TRUE;F;54;$1,500;4;SUV;no;$0;0;No;5;$6,716;10;1
Chevrolet;Tahoe;2000;Petrol;357;345524;0;2000;1;FALSE;3;10;940500522;;;48;1;TRUE;$84,629;TRUE;F;35;$15,060;7;SUV;no;$9,592;1;No;0;$0;10;0
Volkswagen;Golf;2005;Petrol;153;265945;1;2000;1;FALSE;3;16;934739805;;;49;0;TRUE;$59,148;TRUE;F;18;$12,310;1;SUV;no;$8,948;1;No;0;$0;1;0
Volkswagen;Passat;2005;Petrol;193;266533;1;2000;2;FALSE;4;6;819642529;;;45;2;TRUE;$111,268;TRUE;F;46;$24,600;1;Van;no;$28,026;2;Yes;2;$4,644;10;1
Honda;Pilot;2011;Diesel;171;194862;0;2000;1;FALSE;3;11;810723697;;;47;0;TRUE;$81,899;FALSE;M;25;$14,390;1;Minivan;yes;$0;0;No;0;$0;1;0
Toyota;Prius;2018;Hybrid;267;72447;0;15255;1;TRUE;5;6;457987162;;;41;0;TRUE;$97,700;FALSE;F;43;$26,250;8;Pickup;no;$0;0;No;0;$0;6;0
Tesla;Model Y;2013;Electric;311;149567;0;2000;2;FALSE;3;11;601891328;;;45;3;FALSE;$1,158;TRUE;F;10;$6,120;10;SUV;no;$0;0;No;0;$0;1;0
Toyota;Highlander;2009;Petrol;196;219781;2;2000;2;FALSE;1;9;62418137;;;53;0;TRUE;$114,088;TRUE;F;25;$22,920;10;Pickup;no;$0;0;No;0;$0;8;0
Ford;Explorer;2023;Diesel;356;5000;0;29500;1;FALSE;3;1;312200998;;;51;0;TRUE;$80,621;TRUE;F;27;$25,700;1;Van;no;$0;0;No;0;$0;1;0
Honda;Accord;2011;Petrol;231;175860;2;2000;1;TRUE;4;7;441643202;;;51;1;TRUE;$94,328;TRUE;F;44;$6,900;3;Sports Car;no;$0;0;No;0;$0;1;0
Ford;Explorer;2000;Petrol;187;334498;0;2000;1;FALSE;2;5;378763891;;;36;3;TRUE;$49,703;FALSE;M;37;$42,550;1;Panel Truck;yes;$35,879;1;Yes;0;$53,571;20;1
Chevrolet;Tahoe;2007;Diesel;227;244236;1;2000;2;FALSE;4;2;528728477;;;43;0;TRUE;;FALSE;F;55;$8,160;1;SUV;no;$6,836;3;No;0;$0;6;0
Nissan;Sentra;2014;Diesel;172;143908;0;2109;3;TRUE;3;5;792196051;;;43;0;TRUE;;TRUE;F;32;$13,160;13;Minivan;no;$8,569;3;Yes;3;$0;1;0
Honda;Accord;2019;Electric;208;61042;0;17895;1;TRUE;2;3;58776285;;;53;0;TRUE;$25,289;TRUE;F;31;$13,850;1;SUV;no;$0;0;No;0;$4,257;7;1
Volkswagen;Tiguan;2007;Diesel;144;244794;1;2000;4;FALSE;4;15;273369457;;;40;0;TRUE;$95,405;FALSE;M;34;$24,220;4;Panel Truck;no;$0;0;No;3;$0;14;0
Toyota;Corolla;2023;Electric;216;5000;0;29500;1;TRUE;4;1;321756880;;;31;3;TRUE;$26,112;TRUE;F;58;$14,030;3;SUV;no;$0;0;No;0;$4,277;5;1
Chevrolet;Tahoe;2006;Diesel;276;253200;1;2000;1;FALSE;4;4;720467228;;;32;3;TRUE;$30,955;FALSE;F;9;$7,800;4;SUV;no;$0;0;Yes;0;$2,832;8;1
Ford;Escape;2003;Petrol;291;309555;0;2000;1;FALSE;2;9;272574318;;;58;0;TRUE;$131,560;FALSE;F;40;$14,870;1;SUV;no;$0;0;No;2;$19,597;14;1
Tesla;Model Y;2009;Electric;902;202400;0;2000;3;FALSE;4;5;170341954;;;49;1;TRUE;$89,612;TRUE;M;23;$6,400;10;Pickup;yes;$0;0;No;0;$0;23;0
BMW;X3;2013;Petrol;397;150842;3;2000;2;TRUE;3;10;589266751;;;50;0;TRUE;$90,566;FALSE;F;40;$23,260;17;Van;no;$0;0;No;0;$0;18;0
BMW;5 Series;2020;Electric;473;43789;0;35201;1;FALSE;1;2;82438997;;;45;2;TRUE;$62,447;FALSE;M;39;$12,240;7;Minivan;yes;$0;0;No;0;$0;1;0
Tesla;Model X;2022;Electric;356;13426;0;45262;1;TRUE;4;1;290532681;;;46;0;TRUE;$108,701;TRUE;F;39;$12,070;3;SUV;no;$0;0;No;0;$0;17;0
Nissan;Rogue;2000;Petrol;251;357839;1;2000;4;FALSE;5;5;775565803;;;47;0;TRUE;$94,774;FALSE;M;43;$21,070;1;Van;no;$3,460;1;No;1;$0;13;0
Chevrolet;Equinox;2013;Diesel;191;143985;1;2000;1;TRUE;2;5;406716758;;;43;2;TRUE;$72,357;TRUE;M;40;$23,190;1;Minivan;yes;$0;0;No;0;$0;7;0
Ford;Explorer;2015;Petrol;367;118585;0;6141;1;TRUE;5;9;75059545;;;41;0;TRUE;$80,718;FALSE;F;29;$26,480;11;Sports Car;no;$8,623;3;No;5;$0;8;0
Toyota;Prius;2012;Hybrid;214;163797;0;2000;4;TRUE;5;6;390391019;;;48;0;TRUE;$140,112;FALSE;F;47;$28,380;10;Pickup;no;$0;0;No;2;$0;17;0
Volkswagen;Jetta;2023;Hybrid;224;5000;0;29500;1;TRUE;4;1;92266258;;;39;0;TRUE;$19,016;FALSE;M;22;$10,950;13;Pickup;yes;$0;0;No;0;$0;8;0
Volkswagen;Tiguan;2000;Petrol;262;353146;1;2000;1;FALSE;2;1;968152368;;;49;0;TRUE;$0;FALSE;F;55;$19,810;7;Minivan;no;$0;0;No;1;$0;1;0
Tesla;Model X;2015;Electric;994;112290;0;11285;1;TRUE;3;5;320606745;;;45;0;FALSE;$19,909;TRUE;F;14;$7,990;1;Sports Car;no;$0;0;No;0;$0;1;0
Toyota;Highlander;2002;Petrol;259;316216;0;2000;3;FALSE;4;4;763546349;;;36;0;FALSE;$4,885;TRUE;F;35;$7,080;6;SUV;no;$5,486;1;No;5;$0;17;0
Ford;Explorer;2014;Petrol;230;137564;0;2743;3;TRUE;4;8;484098012;;;59;1;TRUE;$119,382;FALSE;F;26;$24,130;13;Pickup;no;$0;0;No;0;$2,738;16;1
Chevrolet;Silverado;2017;Electric;375;90793;0;11920;1;FALSE;4;3;718072463;;;60;0;TRUE;$89,511;TRUE;M;5;$11,380;4;Pickup;yes;$4,470;3;No;0;$0;15;0
Toyota;Camry;2003;Hybrid;140;298960;2;2000;2;FALSE;2;12;638536907;;;49;0;TRUE;$107,375;TRUE;F;12;$19,840;3;SUV;no;$0;0;No;0;$0;;0
Honda;Accord;2008;Diesel;143;219987;0;2000;1;FALSE;1;1;334788395;;;45;2;TRUE;$36,947;TRUE;F;32;$6,200;6;SUV;no;$0;0;No;0;$0;1;0
Tesla;Model S;2008;Electric;836;220301;1;2000;2;FALSE;2;11;645904097;;;34;2;TRUE;$27,581;FALSE;M;38;$12,250;4;Minivan;yes;$0;0;No;6;$0;5;0
Toyota;Prius;2010;Petrol;274;196752;0;2000;2;FALSE;3;4;281496208;;;57;0;TRUE;$8,212;TRUE;M;5;$7,200;4;Pickup;yes;$0;0;No;0;$1,146;;1
Tesla;Model Y;2013;Electric;527;153595;0;2000;4;TRUE;3;4;330583611;;;33;1;TRUE;$86,187;FALSE;M;81;$13,420;17;Minivan;no;$0;0;No;1;$0;5;0
Nissan;Sentra;2008;Petrol;233;220711;3;2000;3;FALSE;2;15;469933313;;;52;0;TRUE;$42,255;FALSE;M;61;$22,280;3;Minivan;no;$0;0;No;1;$0;12;0
Tesla;Model S;2018;Electric;679;78181;0;24469;1;TRUE;5;2;729998807;;;53;0;TRUE;$37,646;TRUE;F;19;$16,020;4;SUV;no;$7,462;2;No;0;$0;10;0
Chevrolet;Equinox;2012;Petrol;365;165362;0;2000;2;TRUE;5;1;190155317;;;57;0;TRUE;;TRUE;F;41;$32,530;1;Minivan;no;$0;0;No;2;$0;9;0
Ford;Mustang;2016;Hybrid;173;111462;0;8353;1;FALSE;2;1;160311489;;;37;0;TRUE;$116,043;FALSE;F;40;$16,800;17;SUV;no;$0;0;No;3;$0;9;0
Tesla;Model S;2022;Electric;845;15629;0;44895;1;TRUE;5;2;13754425;;;45;2;FALSE;$89,479;TRUE;M;30;$14,950;10;Minivan;yes;$0;0;No;0;$0;8;0
BMW;3 Series;2016;Electric;268;94203;0;16799;1;TRUE;4;8;314329596;;;38;0;TRUE;$92,917;FALSE;M;57;$15,120;1;Minivan;yes;$722;3;No;0;$0;4;0
Volkswagen;Golf;2017;Diesel;117;85799;0;12420;1;FALSE;4;2;119788926;;;36;3;TRUE;$29,741;FALSE;F;32;$8,070;6;SUV;no;$2,797;2;No;0;$0;7;0
Chevrolet;Tahoe;2020;Diesel;348;43495;0;21150;1;FALSE;4;4;335706802;;;51;0;TRUE;$3,673;TRUE;M;5;$11,180;10;Pickup;no;$0;0;No;0;$0;1;0
Chevrolet;Malibu;2008;Petrol;357;221235;2;2000;4;FALSE;5;5;196318853;;;39;2;TRUE;$61,370;FALSE;M;6;$21,770;6;Van;yes;$35,577;3;Yes;0;$4,658;12;1
Chevrolet;Tahoe;2020;Hybrid;146;49030;0;20597;1;TRUE;3;2;944419063;;;51;0;TRUE;$32,159;FALSE;F;46;$2,600;6;SUV;no;$0;0;Yes;2;$0;6;0
BMW;X5;2005;Diesel;190;271160;2;2000;3;FALSE;3;4;870743869;;;40;3;TRUE;$20,126;FALSE;F;5;$8,260;6;SUV;no;$0;0;No;0;$0;1;0
Honda;Accord;2020;Diesel;160;42955;0;21204;1;TRUE;3;1;17880810;;;54;0;TRUE;$44,782;FALSE;F;83;$30,260;3;SUV;no;$0;0;No;0;$5,259;9;1
Tesla;Model X;2012;Electric;493;164059;0;2000;2;TRUE;1;6;645000039;;;34;4;TRUE;$59,828;FALSE;F;56;$10,880;10;SUV;no;$0;0;No;0;$0;13;0
Ford;Mustang;2010;Diesel;402;197119;1;2000;1;FALSE;5;10;594467420;;;41;2;TRUE;$74,022;TRUE;F;51;$13,000;10;Sports Car;no;$4,418;1;No;0;$0;12;0
Toyota;Camry;2021;Hybrid;227;32633;0;23736;1;TRUE;3;1;756140580;;;36;0;TRUE;$80,256;TRUE;M;9;$14,860;4;Minivan;yes;$2,592;4;No;1;$0;15;0
